,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
9697,INN09698,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,80.0,0,Canceled
29399,INN29400,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
13001,INN13002,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,2017,11,17,Corporate,0,0,0,62.0,0,Canceled
2071,INN02072,2,0,1,3,Meal Plan 1,0,Room_Type 1,124,2018,4,14,Online,0,0,0,87.55,0,Canceled
25582,INN25583,2,0,1,0,Meal Plan 1,0,Room_Type 1,92,2018,6,27,Online,0,0,0,96.3,0,Canceled
32131,INN32132,2,0,2,2,Meal Plan 1,0,Room_Type 1,82,2018,10,30,Online,0,0,0,90.45,2,Not_Canceled
5803,INN05804,2,0,2,0,Meal Plan 1,0,Room_Type 1,2,2018,4,3,Online,0,0,0,101.0,1,Not_Canceled
767,INN00768,2,0,1,2,Meal Plan 1,0,Room_Type 4,124,2018,5,6,Online,0,0,0,114.3,0,Not_Canceled
19594,INN19595,2,0,0,4,Meal Plan 1,0,Room_Type 1,209,2018,8,16,Online,0,0,0,90.95,1,Canceled
34455,INN34456,2,0,2,2,Not Selected,0,Room_Type 1,28,2018,8,14,Online,0,0,0,132.05,0,Canceled
33155,INN33156,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115.0,1,Canceled
5838,INN05839,0,2,2,3,Meal Plan 1,0,Room_Type 2,185,2018,8,25,Online,0,0,0,84.82,0,Canceled
21710,INN21711,2,0,1,1,Meal Plan 1,0,Room_Type 1,210,2018,5,2,Online,0,0,0,88.7,0,Canceled
18263,INN18264,2,0,0,3,Meal Plan 1,0,Room_Type 1,49,2017,9,2,Offline,0,0,0,76.5,0,Not_Canceled
15441,INN15442,2,0,1,1,Meal Plan 1,0,Room_Type 1,35,2018,9,17,Offline,0,0,0,85.5,0,Not_Canceled
14740,INN14741,3,0,2,1,Meal Plan 1,0,Room_Type 4,182,2018,8,7,Online,0,0,0,137.7,0,Canceled
15372,INN15373,2,0,1,4,Meal Plan 1,0,Room_Type 1,194,2018,9,7,Online,0,0,0,116.45,1,Canceled
31929,INN31930,3,0,0,3,Meal Plan 1,0,Room_Type 4,55,2018,9,20,Online,0,0,0,168.3,0,Canceled
12330,INN12331,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2017,11,2,Corporate,0,0,0,79.0,1,Not_Canceled
18222,INN18223,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,9,22,Online,0,0,0,195.0,1,Not_Canceled
19751,INN19752,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,Canceled
28811,INN28812,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,11,18,Online,0,0,0,95.0,0,Not_Canceled
13253,INN13254,1,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,90.0,0,Not_Canceled
11831,INN11832,2,2,0,2,Meal Plan 1,0,Room_Type 6,39,2018,7,20,Online,0,0,0,198.9,0,Canceled
30318,INN30319,2,0,0,4,Meal Plan 1,0,Room_Type 1,101,2018,6,8,Online,0,0,0,87.67,3,Not_Canceled
15722,INN15723,1,0,0,1,Meal Plan 1,1,Room_Type 1,4,2017,11,17,Online,0,0,0,100.0,2,Not_Canceled
4368,INN04369,2,0,1,2,Not Selected,0,Room_Type 1,3,2017,9,21,Online,0,0,0,133.0,2,Not_Canceled
10731,INN10732,1,0,1,1,Meal Plan 1,0,Room_Type 1,7,2018,6,13,Online,0,0,0,95.0,1,Not_Canceled
5463,INN05464,2,0,0,3,Meal Plan 1,0,Room_Type 1,106,2018,3,24,Online,0,0,0,96.3,1,Canceled
12792,INN12793,2,1,1,4,Meal Plan 1,0,Room_Type 1,239,2018,12,26,Online,0,0,0,92.65,0,Canceled
10231,INN10232,3,1,0,3,Meal Plan 1,0,Room_Type 7,13,2018,8,10,Online,0,0,0,231.15,2,Not_Canceled
24668,INN24669,0,2,2,3,Meal Plan 1,0,Room_Type 2,57,2018,10,15,Online,0,0,0,110.36,2,Not_Canceled
28380,INN28381,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
32920,INN32921,2,0,0,3,Meal Plan 1,0,Room_Type 1,94,2018,7,14,Online,0,0,0,105.3,0,Canceled
24021,INN24022,1,0,3,8,Meal Plan 1,0,Room_Type 1,5,2018,4,11,Aviation,0,0,0,95.0,0,Not_Canceled
10664,INN10665,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled
32392,INN32393,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,7,23,Online,0,0,0,160.0,2,Not_Canceled
8421,INN08422,2,0,0,4,Meal Plan 1,0,Room_Type 4,67,2018,10,19,Online,0,0,0,117.6,0,Canceled
16942,INN16943,2,0,2,5,Meal Plan 1,0,Room_Type 2,69,2017,12,29,Online,0,0,0,92.43,0,Not_Canceled
22047,INN22048,2,0,0,4,Meal Plan 1,0,Room_Type 4,1,2018,7,6,Online,0,0,0,168.5,0,Not_Canceled
4159,INN04160,2,0,0,3,Meal Plan 1,0,Room_Type 1,259,2018,5,5,Online,0,0,0,90.0,0,Canceled
34176,INN34177,2,0,0,1,Not Selected,1,Room_Type 1,0,2018,3,4,Online,0,0,0,89.0,1,Not_Canceled
18545,INN18546,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,2018,6,5,Offline,0,0,0,100.0,0,Canceled
9158,INN09159,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,1,30,Online,0,0,0,80.0,1,Not_Canceled
12256,INN12257,2,0,2,1,Not Selected,0,Room_Type 1,3,2017,9,19,Online,0,0,0,152.0,3,Not_Canceled
7589,INN07590,2,0,1,1,Meal Plan 1,0,Room_Type 4,3,2018,9,26,Online,0,0,0,195.0,1,Not_Canceled
19389,INN19390,2,0,0,2,Not Selected,0,Room_Type 1,96,2018,11,2,Online,0,0,0,79.2,3,Not_Canceled
28333,INN28334,1,0,0,1,Meal Plan 1,0,Room_Type 1,34,2018,1,26,Corporate,0,0,0,59.0,0,Not_Canceled
25498,INN25499,0,2,1,2,Meal Plan 1,0,Room_Type 2,145,2018,8,15,Online,0,0,0,106.32,0,Not_Canceled
30926,INN30927,2,0,1,2,Meal Plan 1,0,Room_Type 1,24,2018,2,12,Online,0,0,0,74.8,1,Not_Canceled
25924,INN25925,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,11,5,Offline,0,0,0,130.0,0,Not_Canceled
28512,INN28513,2,2,0,1,Meal Plan 1,0,Room_Type 6,153,2018,8,19,Online,0,0,0,186.3,0,Canceled
13074,INN13075,1,0,1,2,Meal Plan 1,0,Room_Type 1,2,2017,9,21,Offline,0,0,0,77.0,0,Not_Canceled
5737,INN05738,2,0,2,5,Meal Plan 1,0,Room_Type 1,106,2018,5,8,Online,0,0,0,105.28,0,Canceled
17029,INN17030,1,0,0,2,Meal Plan 1,0,Room_Type 1,17,2018,4,21,Corporate,0,0,0,65.0,0,Not_Canceled
23540,INN23541,1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98.0,0,Canceled
23568,INN23569,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
14889,INN14890,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
14627,INN14628,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,Offline,0,0,0,65.0,0,Not_Canceled
34778,INN34779,1,0,2,3,Meal Plan 1,0,Room_Type 1,10,2018,11,6,Offline,0,0,0,99.0,0,Not_Canceled
8545,INN08546,1,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,87.0,0,Not_Canceled
26401,INN26402,2,0,0,2,Not Selected,0,Room_Type 1,0,2018,2,12,Online,0,0,0,79.0,0,Not_Canceled
32728,INN32729,2,0,2,3,Meal Plan 1,0,Room_Type 1,95,2018,4,30,Online,0,0,0,119.85,1,Not_Canceled
14345,INN14346,2,0,1,3,Meal Plan 1,0,Room_Type 6,5,2017,8,31,Online,0,0,0,155.25,1,Not_Canceled
33258,INN33259,0,2,2,2,Meal Plan 1,0,Room_Type 2,88,2018,10,8,Online,0,0,0,108.0,3,Not_Canceled
34142,INN34143,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2017,10,6,Complementary,0,0,0,0.0,0,Not_Canceled
10433,INN10434,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115.0,1,Canceled
32853,INN32854,2,0,0,1,Meal Plan 1,0,Room_Type 1,114,2018,8,27,Online,0,0,0,128.7,0,Canceled
20924,INN20925,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,90.0,0,Canceled
25091,INN25092,1,0,2,1,Meal Plan 1,0,Room_Type 1,2,2018,5,15,Corporate,1,0,2,65.0,0,Not_Canceled
9717,INN09718,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,12,14,Corporate,0,0,0,79.0,0,Not_Canceled
10255,INN10256,3,0,2,4,Meal Plan 1,0,Room_Type 6,19,2018,9,18,Online,0,0,0,150.02,1,Canceled
19573,INN19574,2,2,0,1,Meal Plan 1,0,Room_Type 6,85,2018,6,30,Online,0,0,0,186.3,0,Canceled
11251,INN11252,2,0,1,0,Meal Plan 1,0,Room_Type 1,133,2018,10,3,Online,0,0,0,118.8,2,Not_Canceled
7505,INN07506,2,0,1,3,Meal Plan 1,0,Room_Type 1,90,2018,5,12,Online,0,0,0,119.85,0,Canceled
15801,INN15802,1,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,72.5,0,Not_Canceled
2255,INN02256,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Online,0,0,0,115.0,1,Canceled
23035,INN23036,2,1,2,2,Meal Plan 1,0,Room_Type 1,76,2018,4,16,Online,0,0,0,110.5,2,Not_Canceled
22307,INN22308,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1,Canceled
19522,INN19523,2,0,1,2,Meal Plan 2,0,Room_Type 1,105,2017,10,12,Offline,0,0,0,110.0,0,Canceled
2505,INN02506,3,0,0,4,Meal Plan 2,0,Room_Type 4,96,2018,7,12,Online,0,0,0,189.0,2,Not_Canceled
3322,INN03323,2,0,0,1,Meal Plan 1,0,Room_Type 4,5,2018,1,15,Online,1,11,5,89.3,1,Not_Canceled
16190,INN16191,2,0,1,1,Meal Plan 1,0,Room_Type 1,5,2017,10,17,Corporate,0,0,0,162.0,0,Not_Canceled
13221,INN13222,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled
25219,INN25220,0,2,0,2,Meal Plan 1,0,Room_Type 2,12,2017,12,24,Online,0,0,0,77.25,1,Not_Canceled
17019,INN17020,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,5,27,Offline,0,0,0,73.0,0,Not_Canceled
13165,INN13166,3,0,1,3,Meal Plan 1,0,Room_Type 4,93,2018,8,22,Online,0,0,0,150.3,0,Canceled
2186,INN02187,2,0,0,1,Meal Plan 1,0,Room_Type 1,36,2017,9,18,Offline,0,0,0,85.0,1,Not_Canceled
8081,INN08082,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,1,25,Corporate,0,0,0,79.0,0,Not_Canceled
4569,INN04570,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,29,Corporate,0,0,0,85.0,0,Not_Canceled
16473,INN16474,2,0,2,0,Not Selected,0,Room_Type 1,0,2018,10,16,Online,0,0,0,130.0,0,Not_Canceled
9348,INN09349,2,0,1,1,Meal Plan 1,0,Room_Type 4,47,2018,10,24,Online,0,0,0,101.72,1,Not_Canceled
14159,INN14160,2,0,1,3,Not Selected,0,Room_Type 1,147,2018,8,8,Online,0,0,0,97.75,0,Canceled
1352,INN01353,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,7,26,Corporate,0,0,0,84.0,0,Not_Canceled
8563,INN08564,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,12,15,Online,1,0,1,81.0,1,Not_Canceled
18767,INN18768,2,0,2,3,Meal Plan 2,0,Room_Type 1,92,2018,4,24,Online,0,0,0,97.41,1,Not_Canceled
1826,INN01827,3,0,0,3,Meal Plan 1,0,Room_Type 4,158,2018,7,7,Online,0,0,0,146.7,2,Canceled
14849,INN14850,2,2,1,0,Meal Plan 1,0,Room_Type 7,36,2018,8,7,Online,0,0,0,214.76,2,Not_Canceled
35217,INN35218,2,1,1,3,Meal Plan 1,1,Room_Type 1,22,2018,8,1,Online,0,0,0,159.0,1,Not_Canceled
12559,INN12560,2,0,0,2,Meal Plan 1,0,Room_Type 1,28,2018,4,21,Online,0,0,0,109.0,1,Not_Canceled
23947,INN23948,2,0,2,2,Meal Plan 1,0,Room_Type 1,14,2018,2,7,Online,0,0,0,91.0,1,Canceled
510,INN00511,1,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,90.0,0,Not_Canceled
35524,INN35525,2,0,0,3,Not Selected,0,Room_Type 1,134,2018,5,17,Online,0,0,0,94.5,0,Canceled
22740,INN22741,2,0,1,2,Meal Plan 1,0,Room_Type 4,233,2018,9,5,Online,0,0,0,138.13,1,Canceled
12393,INN12394,3,0,2,2,Meal Plan 1,0,Room_Type 4,47,2018,4,10,Online,0,0,0,130.05,2,Not_Canceled
30743,INN30744,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,10,5,Online,0,0,0,126.0,1,Not_Canceled
22310,INN22311,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Offline,0,0,0,90.0,0,Canceled
27697,INN27698,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,8,12,Offline,0,0,0,75.0,0,Not_Canceled
13965,INN13966,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled
32325,INN32326,2,0,2,1,Meal Plan 1,0,Room_Type 1,88,2018,4,2,Online,0,0,0,87.3,0,Canceled
16706,INN16707,1,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90.0,0,Not_Canceled
5639,INN05640,2,0,2,1,Meal Plan 1,0,Room_Type 1,40,2018,2,6,Offline,0,0,0,40.67,0,Not_Canceled
20605,INN20606,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,6,22,Online,0,0,0,135.0,1,Not_Canceled
1192,INN01193,2,0,2,1,Not Selected,0,Room_Type 1,130,2018,8,27,Online,0,0,0,85.5,2,Not_Canceled
13084,INN13085,2,0,1,0,Meal Plan 1,0,Room_Type 1,17,2018,6,13,Online,0,0,0,101.0,1,Not_Canceled
35437,INN35438,2,0,1,0,Meal Plan 1,0,Room_Type 1,71,2018,10,30,Online,0,0,0,75.54,1,Not_Canceled
3963,INN03964,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Online,0,0,0,75.0,0,Canceled
15042,INN15043,1,0,1,2,Meal Plan 1,0,Room_Type 5,297,2018,12,19,Corporate,0,0,0,106.0,0,Not_Canceled
34113,INN34114,2,0,1,2,Meal Plan 1,0,Room_Type 1,42,2018,10,3,Online,0,0,0,126.0,2,Not_Canceled
16847,INN16848,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
35608,INN35609,2,0,1,2,Meal Plan 1,0,Room_Type 1,135,2017,9,14,Offline,0,0,0,90.0,0,Not_Canceled
21137,INN21138,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,5,4,Offline,0,0,0,80.0,0,Not_Canceled
14874,INN14875,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65.0,0,Not_Canceled
21252,INN21253,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,12,27,Online,0,0,0,78.3,0,Not_Canceled
34403,INN34404,2,0,0,3,Meal Plan 1,0,Room_Type 4,7,2017,9,22,Online,0,0,0,136.0,0,Not_Canceled
23987,INN23988,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,12,28,Corporate,0,0,0,77.0,0,Not_Canceled
27671,INN27672,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,65.0,0,Not_Canceled
1168,INN01169,2,0,1,4,Meal Plan 1,0,Room_Type 1,7,2017,9,21,Online,0,0,0,143.2,2,Not_Canceled
34353,INN34354,2,0,0,4,Meal Plan 1,0,Room_Type 1,175,2018,8,10,Online,0,0,0,99.45,0,Canceled
36184,INN36185,2,1,2,0,Meal Plan 1,0,Room_Type 1,16,2018,12,4,Online,0,0,0,118.8,1,Not_Canceled
24172,INN24173,2,0,0,3,Meal Plan 1,0,Room_Type 1,9,2017,10,7,Online,0,0,0,145.0,0,Not_Canceled
1846,INN01847,2,0,2,2,Meal Plan 1,0,Room_Type 1,29,2017,10,17,Online,0,0,0,95.04,0,Not_Canceled
3652,INN03653,2,0,2,1,Not Selected,0,Room_Type 1,45,2018,9,18,Online,0,0,0,125.1,1,Not_Canceled
29845,INN29846,2,0,0,2,Meal Plan 1,0,Room_Type 4,40,2018,10,5,Online,0,0,0,139.5,0,Canceled
4007,INN04008,2,0,2,2,Meal Plan 1,0,Room_Type 1,47,2018,1,30,Online,0,0,0,55.24,0,Not_Canceled
5613,INN05614,2,0,0,1,Not Selected,0,Room_Type 1,65,2018,10,28,Online,0,0,0,80.1,2,Not_Canceled
25051,INN25052,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
1906,INN01907,2,0,0,2,Not Selected,0,Room_Type 1,117,2018,8,12,Online,0,0,0,112.5,1,Not_Canceled
12425,INN12426,2,0,1,4,Meal Plan 1,0,Room_Type 4,71,2018,2,15,Online,0,0,0,63.49,1,Not_Canceled
4299,INN04300,2,0,1,2,Meal Plan 1,0,Room_Type 1,84,2017,10,16,Online,0,0,0,89.25,2,Not_Canceled
28829,INN28830,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
67,INN00068,2,0,0,2,Meal Plan 1,0,Room_Type 4,26,2018,4,15,Online,0,0,0,142.0,0,Canceled
30947,INN30948,2,0,2,1,Meal Plan 1,0,Room_Type 4,4,2018,12,3,Offline,1,0,1,12.0,2,Not_Canceled
29068,INN29069,2,0,2,2,Meal Plan 1,0,Room_Type 1,229,2018,10,22,Online,0,0,0,89.25,0,Canceled
30514,INN30515,2,0,0,2,Not Selected,1,Room_Type 1,8,2018,2,16,Online,0,0,0,88.0,1,Not_Canceled
2477,INN02478,2,0,1,1,Not Selected,0,Room_Type 1,27,2018,7,11,Online,0,0,0,139.0,1,Not_Canceled
13468,INN13469,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2017,11,25,Corporate,1,0,1,65.0,1,Not_Canceled
30862,INN30863,2,0,1,3,Meal Plan 1,0,Room_Type 4,84,2018,8,15,Online,0,0,0,131.4,0,Not_Canceled
21805,INN21806,2,0,0,2,Not Selected,0,Room_Type 1,15,2018,2,12,Online,0,0,0,79.0,0,Canceled
5943,INN05944,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,4,18,Corporate,1,0,4,65.0,0,Not_Canceled
1894,INN01895,1,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90.0,0,Not_Canceled
20727,INN20728,2,2,2,0,Meal Plan 1,0,Room_Type 6,56,2018,3,20,Online,0,0,0,180.0,1,Canceled
35582,INN35583,3,0,0,3,Meal Plan 1,0,Room_Type 4,34,2018,10,6,Online,0,0,0,176.4,2,Not_Canceled
3557,INN03558,1,0,0,3,Meal Plan 1,0,Room_Type 1,6,2018,2,2,Offline,0,0,0,62.8,0,Not_Canceled
11457,INN11458,2,0,0,2,Not Selected,0,Room_Type 1,21,2018,11,22,Online,0,0,0,72.38,0,Canceled
31325,INN31326,2,0,1,2,Meal Plan 1,0,Room_Type 1,96,2018,9,26,Online,0,0,0,135.9,0,Canceled
27972,INN27973,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,3,10,Online,0,0,0,106.33,1,Not_Canceled
20643,INN20644,2,0,1,2,Meal Plan 1,0,Room_Type 4,32,2018,2,22,Online,0,0,0,64.22,1,Not_Canceled
5390,INN05391,1,0,2,4,Meal Plan 1,0,Room_Type 1,17,2017,8,29,Online,0,0,0,87.5,1,Canceled
26654,INN26655,1,0,2,3,Meal Plan 1,0,Room_Type 1,25,2017,11,22,Offline,0,0,0,57.5,0,Not_Canceled
24124,INN24125,1,0,0,2,Meal Plan 2,0,Room_Type 1,69,2017,9,22,Offline,0,0,0,83.0,0,Not_Canceled
31375,INN31376,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
14599,INN14600,2,0,0,1,Meal Plan 1,0,Room_Type 1,44,2018,7,8,Corporate,0,0,0,75.0,0,Not_Canceled
27110,INN27111,2,0,1,2,Not Selected,0,Room_Type 1,74,2018,12,2,Online,0,0,0,88.2,2,Not_Canceled
12582,INN12583,1,0,0,1,Meal Plan 1,0,Room_Type 1,17,2018,6,23,Online,0,0,0,95.0,1,Canceled
5418,INN05419,1,0,0,1,Meal Plan 1,0,Room_Type 1,107,2018,6,10,Offline,0,0,0,120.0,0,Not_Canceled
15029,INN15030,1,0,0,2,Meal Plan 1,0,Room_Type 1,36,2018,1,19,Offline,0,0,0,71.0,0,Not_Canceled
25089,INN25090,2,0,0,1,Meal Plan 1,0,Room_Type 7,2,2018,12,10,Complementary,0,0,0,0.0,2,Not_Canceled
6624,INN06625,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,10,15,Online,0,0,0,115.0,0,Canceled
30725,INN30726,2,0,2,2,Meal Plan 1,0,Room_Type 1,132,2017,12,20,Online,0,0,0,55.63,0,Not_Canceled
22915,INN22916,1,0,2,2,Meal Plan 1,0,Room_Type 1,77,2018,4,16,Online,0,0,0,95.2,1,Not_Canceled
3523,INN03524,2,0,0,2,Meal Plan 1,0,Room_Type 1,117,2018,7,19,Online,0,0,0,105.3,1,Not_Canceled
7480,INN07481,1,0,0,3,Meal Plan 1,0,Room_Type 1,7,2017,12,29,Offline,0,0,0,65.0,0,Not_Canceled
4104,INN04105,2,0,2,5,Meal Plan 1,0,Room_Type 1,251,2018,12,31,Online,0,0,0,79.29,0,Canceled
23011,INN23012,2,1,0,2,Meal Plan 1,0,Room_Type 1,141,2018,9,23,Online,0,0,0,147.6,1,Not_Canceled
21487,INN21488,3,0,2,4,Meal Plan 1,0,Room_Type 4,111,2018,8,14,Online,0,0,0,150.3,0,Canceled
18774,INN18775,1,0,0,2,Not Selected,0,Room_Type 1,33,2018,11,11,Online,0,0,0,110.0,1,Not_Canceled
11453,INN11454,2,0,1,1,Meal Plan 1,0,Room_Type 4,73,2018,8,6,Online,0,0,0,140.4,1,Canceled
24138,INN24139,2,0,0,2,Meal Plan 1,0,Room_Type 1,31,2018,7,27,Online,0,0,0,135.9,1,Canceled
12169,INN12170,2,1,0,2,Meal Plan 1,0,Room_Type 6,129,2018,7,22,Online,0,0,0,139.99,2,Not_Canceled
24544,INN24545,2,0,1,3,Meal Plan 1,0,Room_Type 1,122,2018,6,9,Offline,0,0,0,75.0,0,Not_Canceled
4948,INN04949,2,0,2,3,Meal Plan 2,0,Room_Type 4,68,2018,4,1,Online,0,0,0,130.9,1,Not_Canceled
22,INN00023,2,0,2,4,Meal Plan 1,0,Room_Type 1,2,2018,3,20,Offline,0,0,0,85.0,0,Not_Canceled
4585,INN04586,2,0,0,2,Meal Plan 1,0,Room_Type 1,7,2018,3,11,Corporate,1,0,3,84.0,0,Not_Canceled
33297,INN33298,2,0,0,2,Meal Plan 1,0,Room_Type 1,40,2018,12,16,Online,0,0,0,106.0,1,Not_Canceled
9631,INN09632,2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,105.3,0,Canceled
29506,INN29507,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,4,Online,0,0,0,143.0,0,Not_Canceled
17193,INN17194,1,0,0,1,Meal Plan 1,0,Room_Type 4,22,2018,5,21,Online,0,0,0,156.0,1,Not_Canceled
26142,INN26143,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,Not_Canceled
3675,INN03676,3,0,1,3,Meal Plan 1,0,Room_Type 1,56,2018,4,25,Offline,0,0,0,111.6,0,Not_Canceled
20523,INN20524,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,2018,6,5,Offline,0,0,0,100.0,0,Canceled
5464,INN05465,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,7,5,Complementary,1,0,7,0.0,1,Not_Canceled
5729,INN05730,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,11,9,Online,0,0,0,205.0,1,Not_Canceled
20642,INN20643,2,0,0,4,Meal Plan 1,0,Room_Type 1,13,2017,10,20,Offline,0,0,0,54.75,0,Not_Canceled
2896,INN02897,2,0,2,2,Meal Plan 1,0,Room_Type 4,77,2018,3,20,Online,0,0,0,90.95,0,Not_Canceled
25947,INN25948,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,2,14,Online,0,0,0,95.0,0,Not_Canceled
11149,INN11150,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,1,21,Online,0,0,0,79.0,0,Not_Canceled
9999,INN10000,2,0,2,2,Meal Plan 1,0,Room_Type 1,74,2018,3,20,Online,0,0,0,82.45,1,Not_Canceled
928,INN00929,3,0,1,2,Meal Plan 1,0,Room_Type 4,99,2018,5,13,Online,0,0,0,159.3,0,Canceled
28042,INN28043,1,0,1,4,Meal Plan 1,0,Room_Type 1,87,2018,3,9,Online,0,0,0,53.67,1,Not_Canceled
18898,INN18899,2,0,1,2,Meal Plan 1,0,Room_Type 1,90,2018,3,25,Online,0,0,0,96.3,0,Not_Canceled
10802,INN10803,3,0,0,3,Meal Plan 1,0,Room_Type 7,46,2018,9,20,Online,0,0,0,243.9,1,Canceled
11585,INN11586,1,0,5,10,Meal Plan 1,0,Room_Type 1,11,2018,5,9,Aviation,0,0,0,95.0,0,Canceled
28376,INN28377,2,0,0,4,Meal Plan 1,0,Room_Type 1,77,2018,3,23,Online,0,0,0,88.83,0,Canceled
2162,INN02163,2,0,2,2,Meal Plan 1,0,Room_Type 1,105,2018,5,22,Online,0,0,0,119.85,0,Canceled
17585,INN17586,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,12,7,Corporate,0,0,0,65.0,0,Not_Canceled
19911,INN19912,2,2,2,1,Meal Plan 1,0,Room_Type 6,98,2018,10,30,Online,0,0,0,156.6,1,Not_Canceled
16163,INN16164,2,0,2,2,Meal Plan 1,0,Room_Type 1,141,2018,5,15,Online,0,0,0,104.55,1,Not_Canceled
13177,INN13178,1,0,1,1,Meal Plan 1,0,Room_Type 1,10,2018,9,19,Corporate,1,0,1,104.0,0,Not_Canceled
