,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
26912,INN26913,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,2017,10,4,Offline,0,0,0,72.0,0,Not_Canceled
23070,INN23071,2,0,1,2,Not Selected,0,Room_Type 1,59,2018,6,27,Online,0,0,0,101.1,0,Canceled
30377,INN30378,1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98.0,0,Not_Canceled
22250,INN22251,2,0,2,0,Meal Plan 1,1,Room_Type 1,188,2017,9,6,Online,0,0,0,102.5,1,Canceled
9536,INN09537,2,0,2,3,Not Selected,0,Room_Type 1,13,2018,8,21,Online,0,0,0,82.4,0,Not_Canceled
12103,INN12104,2,0,2,1,Meal Plan 1,0,Room_Type 2,320,2018,8,20,Online,0,0,0,94.95,1,Not_Canceled
34210,INN34211,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled
19264,INN19265,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled
28703,INN28704,2,0,1,1,Not Selected,0,Room_Type 1,1,2018,4,23,Online,0,0,0,104.0,0,Not_Canceled
16830,INN16831,2,0,2,5,Meal Plan 1,0,Room_Type 4,123,2018,10,21,Online,0,0,0,129.34,0,Not_Canceled
31136,INN31137,2,0,2,0,Meal Plan 1,0,Room_Type 1,5,2017,9,20,Corporate,1,1,0,100.0,0,Not_Canceled
34258,INN34259,2,0,0,2,Meal Plan 1,0,Room_Type 1,24,2018,11,18,Complementary,0,0,0,0.0,1,Not_Canceled
30045,INN30046,2,1,1,2,Meal Plan 1,0,Room_Type 1,190,2018,10,28,Online,0,0,0,112.5,0,Canceled
28013,INN28014,3,0,2,3,Meal Plan 1,0,Room_Type 4,64,2018,10,15,Online,0,0,0,109.65,1,Not_Canceled
33629,INN33630,2,0,1,5,Not Selected,0,Room_Type 1,20,2018,7,4,Online,0,0,0,139.0,0,Canceled
5834,INN05835,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,7,29,Online,0,0,0,131.0,1,Not_Canceled
8181,INN08182,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,10,22,Online,0,0,0,120.0,1,Not_Canceled
7532,INN07533,2,2,4,7,Meal Plan 1,0,Room_Type 1,9,2018,8,28,Corporate,0,0,0,96.0,3,Not_Canceled
19355,INN19356,2,0,2,2,Not Selected,0,Room_Type 1,24,2018,9,25,Online,0,0,0,119.0,1,Canceled
15738,INN15739,2,0,0,4,Meal Plan 1,0,Room_Type 1,253,2018,5,4,Offline,0,0,0,90.0,0,Canceled
32494,INN32495,2,0,2,4,Meal Plan 1,0,Room_Type 1,22,2017,9,16,Online,0,0,0,117.67,2,Not_Canceled
17972,INN17973,2,0,1,1,Meal Plan 1,0,Room_Type 1,275,2018,6,4,Offline,0,0,0,62.8,0,Canceled
27412,INN27413,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
16549,INN16550,3,0,1,0,Meal Plan 1,0,Room_Type 4,21,2018,5,16,Online,0,0,0,157.0,0,Canceled
13503,INN13504,2,0,1,3,Not Selected,0,Room_Type 1,24,2018,11,17,Online,0,0,0,74.8,1,Not_Canceled
34862,INN34863,1,0,2,6,Meal Plan 1,0,Room_Type 1,60,2018,3,5,Online,0,0,0,63.75,0,Canceled
13219,INN13220,2,0,1,3,Meal Plan 1,0,Room_Type 4,127,2018,9,1,Online,0,0,0,143.1,0,Canceled
6095,INN06096,2,0,1,2,Meal Plan 1,0,Room_Type 1,32,2018,2,22,Online,0,0,0,83.9,1,Not_Canceled
4404,INN04405,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,4,27,Online,0,0,0,131.0,1,Not_Canceled
25772,INN25773,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107.0,0,Canceled
13947,INN13948,2,0,0,3,Meal Plan 1,0,Room_Type 4,90,2018,3,31,Online,0,0,0,96.3,0,Not_Canceled
31103,INN31104,2,0,2,4,Meal Plan 1,0,Room_Type 5,70,2018,3,27,Online,0,0,0,86.4,0,Canceled
33541,INN33542,2,0,1,3,Meal Plan 2,0,Room_Type 4,28,2018,10,6,Online,0,0,0,205.0,0,Canceled
16413,INN16414,1,0,1,2,Not Selected,0,Room_Type 1,122,2018,7,15,Online,0,0,0,106.0,1,Not_Canceled
34841,INN34842,2,0,0,2,Meal Plan 1,0,Room_Type 1,88,2018,10,7,Corporate,0,0,0,90.0,1,Not_Canceled
9372,INN09373,2,0,0,1,Meal Plan 2,0,Room_Type 1,41,2017,9,4,Offline,0,0,0,110.0,0,Not_Canceled
18401,INN18402,1,0,2,1,Meal Plan 1,0,Room_Type 1,9,2018,2,21,Online,0,0,0,85.0,0,Canceled
17170,INN17171,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled
22117,INN22118,3,0,0,1,Meal Plan 1,0,Room_Type 4,19,2018,4,27,Online,0,0,0,167.0,0,Canceled
10404,INN10405,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,3,3,Online,0,0,0,89.0,0,Not_Canceled
10892,INN10893,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
35067,INN35068,2,0,2,6,Not Selected,0,Room_Type 1,67,2018,12,17,Online,0,0,0,74.8,1,Not_Canceled
2633,INN02634,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,7,29,Online,0,0,0,109.0,0,Not_Canceled
22053,INN22054,2,0,0,2,Not Selected,0,Room_Type 1,1,2018,10,7,Online,0,0,0,160.0,2,Not_Canceled
22315,INN22316,2,2,0,4,Meal Plan 1,0,Room_Type 6,0,2018,5,3,Online,0,0,0,221.0,1,Not_Canceled
5014,INN05015,2,0,0,2,Meal Plan 1,0,Room_Type 4,82,2018,10,26,Online,0,0,0,80.39,1,Not_Canceled
15968,INN15969,2,0,0,2,Meal Plan 2,0,Room_Type 4,60,2018,9,29,Online,0,0,0,149.77,1,Not_Canceled
21198,INN21199,3,0,2,3,Meal Plan 1,0,Room_Type 4,128,2018,9,24,Online,0,0,0,162.0,2,Not_Canceled
34955,INN34956,3,0,2,5,Meal Plan 1,0,Room_Type 4,19,2018,4,15,Online,0,0,0,150.43,2,Canceled
7539,INN07540,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,80.0,0,Not_Canceled
18665,INN18666,2,0,1,1,Not Selected,0,Room_Type 1,268,2018,10,1,Online,0,0,0,95.4,0,Canceled
16911,INN16912,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,65.0,0,Not_Canceled
53,INN00054,2,0,0,4,Meal Plan 1,0,Room_Type 4,51,2017,11,11,Offline,0,0,0,60.0,1,Not_Canceled
7930,INN07931,2,0,2,0,Meal Plan 1,0,Room_Type 4,155,2018,9,18,Online,0,0,0,143.1,0,Canceled
22090,INN22091,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled
13,INN00014,1,0,2,0,Meal Plan 1,0,Room_Type 1,95,2018,11,20,Online,0,0,0,90.0,2,Canceled
31735,INN31736,2,0,0,2,Meal Plan 1,0,Room_Type 1,137,2018,11,15,Online,0,0,0,90.0,1,Canceled
34595,INN34596,2,0,0,4,Not Selected,0,Room_Type 1,100,2018,4,26,Online,0,0,0,82.88,0,Canceled
16351,INN16352,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,Offline,0,0,0,224.67,0,Canceled
13256,INN13257,1,0,0,1,Meal Plan 1,0,Room_Type 4,3,2018,4,29,Offline,0,0,0,127.8,0,Not_Canceled
7635,INN07636,1,0,2,0,Meal Plan 1,1,Room_Type 1,6,2018,8,28,Corporate,0,0,0,67.0,1,Not_Canceled
12828,INN12829,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
36226,INN36227,1,0,2,3,Meal Plan 1,0,Room_Type 4,66,2018,6,26,Online,0,0,0,122.72,0,Not_Canceled
22373,INN22374,2,0,2,5,Meal Plan 1,0,Room_Type 2,34,2018,1,31,Online,0,0,0,71.52,0,Not_Canceled
30992,INN30993,2,0,2,1,Meal Plan 1,0,Room_Type 1,16,2018,9,11,Offline,0,0,0,95.0,0,Not_Canceled
5086,INN05087,2,0,2,1,Meal Plan 2,0,Room_Type 1,5,2017,8,15,Offline,0,0,0,94.5,0,Not_Canceled
23117,INN23118,2,1,0,0,Meal Plan 1,0,Room_Type 1,1,2017,10,10,Online,0,0,0,0.0,1,Not_Canceled
6376,INN06377,2,0,2,5,Meal Plan 1,0,Room_Type 4,57,2018,5,28,Online,0,0,0,140.4,1,Canceled
24894,INN24895,2,0,2,2,Meal Plan 1,0,Room_Type 1,14,2017,12,27,Online,0,0,0,107.0,0,Not_Canceled
27696,INN27697,2,0,2,2,Meal Plan 1,0,Room_Type 1,123,2018,5,13,Online,0,0,0,113.55,0,Canceled
4107,INN04108,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,2018,10,16,Online,0,0,0,90.0,0,Canceled
2215,INN02216,2,0,0,1,Meal Plan 2,0,Room_Type 1,40,2018,7,26,Offline,0,0,0,125.0,1,Not_Canceled
21877,INN21878,1,0,2,5,Not Selected,0,Room_Type 1,141,2018,9,19,Online,0,0,0,118.8,1,Canceled
35289,INN35290,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,Not_Canceled
10099,INN10100,2,0,2,2,Meal Plan 1,0,Room_Type 4,107,2018,11,6,Online,0,0,0,117.28,0,Not_Canceled
23111,INN23112,1,0,1,1,Not Selected,0,Room_Type 1,5,2018,11,28,Online,0,0,0,82.35,0,Not_Canceled
35214,INN35215,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,80.0,0,Not_Canceled
15249,INN15250,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130.0,0,Canceled
31908,INN31909,2,0,0,3,Meal Plan 1,0,Room_Type 1,62,2018,11,22,Online,0,0,0,93.6,2,Not_Canceled
22734,INN22735,2,0,0,4,Meal Plan 1,0,Room_Type 1,136,2018,10,5,Online,0,0,0,118.8,0,Canceled
28179,INN28180,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,3,15,Online,0,0,0,97.0,1,Not_Canceled
13800,INN13801,2,0,0,2,Not Selected,0,Room_Type 1,56,2018,5,13,Online,0,0,0,116.1,0,Canceled
4205,INN04206,2,0,0,4,Meal Plan 1,0,Room_Type 1,131,2018,8,2,Online,0,0,0,105.3,0,Canceled
28134,INN28135,1,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,90.0,0,Not_Canceled
34412,INN34413,2,2,0,1,Meal Plan 1,0,Room_Type 6,13,2017,8,27,Online,0,0,0,153.0,2,Not_Canceled
32841,INN32842,3,0,2,2,Meal Plan 1,0,Room_Type 4,92,2018,7,17,Online,0,0,0,137.7,0,Not_Canceled
15038,INN15039,2,0,0,2,Meal Plan 1,0,Room_Type 4,163,2018,7,22,Online,0,0,0,118.8,1,Canceled
1641,INN01642,2,0,0,3,Meal Plan 1,0,Room_Type 1,79,2018,6,9,Online,0,0,0,126.9,1,Not_Canceled
27249,INN27250,2,0,2,1,Meal Plan 1,0,Room_Type 1,56,2018,9,10,Online,0,0,0,135.9,0,Canceled
36039,INN36040,2,0,1,1,Meal Plan 1,0,Room_Type 1,53,2018,10,29,Online,0,0,0,107.1,1,Canceled
3352,INN03353,2,0,0,1,Not Selected,0,Room_Type 1,14,2018,2,12,Online,0,0,0,79.0,1,Canceled
29494,INN29495,1,0,2,0,Meal Plan 1,0,Room_Type 1,4,2018,4,10,Online,0,0,0,103.0,0,Not_Canceled
1968,INN01969,2,0,0,2,Not Selected,0,Room_Type 1,0,2017,8,19,Online,0,0,0,97.0,1,Not_Canceled
10810,INN10811,1,0,2,2,Meal Plan 1,0,Room_Type 1,5,2017,9,26,Online,0,0,0,206.0,1,Not_Canceled
26192,INN26193,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Offline,0,0,0,110.0,0,Canceled
23313,INN23314,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,25,Complementary,1,2,4,0.0,3,Not_Canceled
11092,INN11093,2,0,0,3,Not Selected,0,Room_Type 1,50,2018,6,21,Online,0,0,0,89.1,0,Canceled
12226,INN12227,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,10,Offline,0,0,0,65.0,0,Not_Canceled
10398,INN10399,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
5409,INN05410,1,0,2,2,Meal Plan 1,0,Room_Type 1,10,2018,11,13,Online,0,0,0,97.0,2,Not_Canceled
36125,INN36126,2,0,1,2,Not Selected,0,Room_Type 1,57,2018,11,21,Online,0,0,0,79.2,1,Canceled
29340,INN29341,2,0,1,2,Meal Plan 1,0,Room_Type 1,37,2018,3,11,Offline,0,0,0,63.0,0,Not_Canceled
10493,INN10494,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,7,25,Online,0,0,0,161.0,0,Not_Canceled
22060,INN22061,2,0,1,1,Meal Plan 1,0,Room_Type 1,167,2018,7,25,Offline,0,0,0,72.25,1,Not_Canceled
2674,INN02675,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,2,26,Corporate,0,0,0,31.0,1,Not_Canceled
27662,INN27663,1,0,1,1,Meal Plan 1,0,Room_Type 1,12,2018,12,12,Corporate,0,0,0,79.0,0,Not_Canceled
3765,INN03766,2,0,2,2,Meal Plan 1,0,Room_Type 1,250,2018,10,28,Online,0,0,0,90.95,0,Canceled
29798,INN29799,2,0,0,2,Meal Plan 1,0,Room_Type 4,2,2018,10,4,Online,0,0,0,134.75,1,Not_Canceled
4926,INN04927,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled
9309,INN09310,1,0,0,1,Not Selected,0,Room_Type 1,28,2018,11,2,Online,0,0,0,110.0,0,Canceled
34025,INN34026,2,0,2,5,Meal Plan 1,0,Room_Type 1,207,2018,8,7,Online,0,0,0,90.95,1,Not_Canceled
32539,INN32540,2,0,2,2,Not Selected,0,Room_Type 1,87,2018,4,9,Online,0,0,0,80.75,1,Not_Canceled
21149,INN21150,1,0,1,3,Not Selected,0,Room_Type 1,13,2018,10,31,Online,0,0,0,93.75,2,Not_Canceled
35150,INN35151,2,0,0,3,Meal Plan 1,0,Room_Type 1,271,2018,9,21,Offline,0,0,0,101.33,1,Canceled
5665,INN05666,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Online,0,0,0,101.5,0,Canceled
11473,INN11474,2,0,0,2,Not Selected,0,Room_Type 1,21,2018,2,25,Online,0,0,0,81.0,0,Not_Canceled
14770,INN14771,2,0,2,1,Meal Plan 1,0,Room_Type 1,47,2018,1,23,Offline,0,0,0,60.0,0,Not_Canceled
11492,INN11493,2,0,0,3,Meal Plan 1,0,Room_Type 1,71,2017,9,22,Offline,0,0,0,95.0,0,Not_Canceled
2912,INN02913,2,0,1,2,Meal Plan 1,0,Room_Type 4,89,2018,3,25,Online,0,0,0,105.3,1,Canceled
34136,INN34137,2,0,1,4,Meal Plan 1,0,Room_Type 1,23,2017,10,28,Online,0,0,0,118.98,0,Not_Canceled
31884,INN31885,2,0,0,2,Meal Plan 1,0,Room_Type 1,10,2018,2,2,Online,0,0,0,92.0,0,Not_Canceled
9405,INN09406,1,0,1,0,Meal Plan 1,0,Room_Type 1,14,2018,12,5,Corporate,0,0,0,67.0,0,Not_Canceled
30563,INN30564,2,0,1,5,Meal Plan 1,0,Room_Type 1,147,2018,7,18,Online,0,0,0,78.76,0,Canceled
12782,INN12783,2,0,0,3,Not Selected,0,Room_Type 1,18,2018,1,21,Online,0,0,0,77.0,1,Not_Canceled
13729,INN13730,3,0,2,0,Meal Plan 1,0,Room_Type 4,10,2018,2,7,Online,0,0,0,130.0,2,Not_Canceled
32430,INN32431,2,0,1,3,Meal Plan 1,0,Room_Type 4,40,2018,3,21,Online,0,0,0,108.23,0,Not_Canceled
15017,INN15018,2,0,2,2,Not Selected,0,Room_Type 1,47,2018,6,19,Online,0,0,0,70.12,1,Not_Canceled
35078,INN35079,2,0,2,8,Not Selected,0,Room_Type 1,7,2018,12,13,Online,0,0,0,74.8,1,Not_Canceled
2461,INN02462,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,9,Corporate,0,0,0,100.0,0,Not_Canceled
15168,INN15169,1,0,0,2,Meal Plan 1,0,Room_Type 1,33,2018,9,28,Complementary,0,0,0,65.0,0,Not_Canceled
34371,INN34372,2,0,1,2,Meal Plan 1,0,Room_Type 1,150,2017,8,14,Online,0,0,0,76.5,1,Not_Canceled
8693,INN08694,2,0,2,2,Meal Plan 1,0,Room_Type 1,112,2017,8,7,Online,0,0,0,76.5,1,Canceled
26633,INN26634,2,0,0,2,Meal Plan 1,0,Room_Type 1,298,2018,5,10,Offline,0,0,0,75.0,0,Canceled
5509,INN05510,3,0,0,3,Meal Plan 1,0,Room_Type 4,86,2018,12,8,Online,0,0,0,140.0,2,Not_Canceled
14771,INN14772,1,0,1,2,Meal Plan 1,0,Room_Type 1,55,2018,2,22,Online,0,0,0,73.9,1,Not_Canceled
35794,INN35795,2,0,2,1,Meal Plan 1,0,Room_Type 1,17,2017,10,17,Online,0,0,0,106.77,1,Not_Canceled
24931,INN24932,2,0,0,1,Meal Plan 1,0,Room_Type 4,27,2018,5,18,Online,0,0,0,156.0,0,Not_Canceled
18491,INN18492,3,0,0,1,Meal Plan 1,0,Room_Type 4,146,2018,7,8,Online,0,0,0,146.7,2,Not_Canceled
20936,INN20937,3,0,2,2,Meal Plan 1,0,Room_Type 4,25,2018,2,26,Online,0,0,0,106.88,2,Not_Canceled
13304,INN13305,2,0,0,2,Meal Plan 1,0,Room_Type 1,60,2018,11,18,Offline,0,0,0,75.0,0,Not_Canceled
34967,INN34968,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,81.67,0,Not_Canceled
28108,INN28109,2,0,0,1,Meal Plan 1,1,Room_Type 7,7,2018,6,3,Complementary,0,0,0,0.0,2,Not_Canceled
15681,INN15682,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115.0,1,Canceled
22489,INN22490,1,0,0,2,Meal Plan 1,0,Room_Type 4,123,2018,5,6,Online,0,0,0,126.3,1,Not_Canceled
24895,INN24896,2,0,1,3,Meal Plan 1,0,Room_Type 1,247,2018,12,26,Online,0,0,0,73.95,0,Canceled
22460,INN22461,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,2018,3,2,Offline,0,0,0,69.0,0,Not_Canceled
33176,INN33177,2,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,140.0,1,Not_Canceled
5217,INN05218,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Online,0,0,0,110.0,0,Canceled
9426,INN09427,2,0,1,3,Meal Plan 1,0,Room_Type 1,112,2018,12,22,Online,0,0,0,88.4,2,Canceled
18464,INN18465,2,0,2,1,Meal Plan 1,0,Room_Type 4,283,2018,10,23,Online,0,0,0,111.3,1,Canceled
19823,INN19824,2,0,2,3,Meal Plan 1,0,Room_Type 1,13,2017,8,30,Online,0,0,0,99.0,2,Not_Canceled
11214,INN11215,2,0,2,5,Meal Plan 1,0,Room_Type 1,3,2017,8,17,Corporate,0,0,0,79.2,0,Canceled
2858,INN02859,2,0,0,3,Meal Plan 1,0,Room_Type 2,119,2018,2,10,Online,0,0,0,81.0,1,Canceled
33052,INN33053,2,0,0,1,Not Selected,0,Room_Type 1,50,2018,3,29,Online,0,0,0,80.1,2,Not_Canceled
6090,INN06091,1,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,12,5,Online,0,0,0,96.0,0,Not_Canceled
17537,INN17538,1,0,4,6,Meal Plan 1,0,Room_Type 1,17,2018,1,24,Online,0,0,0,81.0,0,Not_Canceled
7070,INN07071,2,0,2,4,Meal Plan 1,0,Room_Type 1,83,2018,3,20,Online,0,0,0,61.41,0,Not_Canceled
20361,INN20362,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled
19278,INN19279,2,0,2,2,Meal Plan 1,0,Room_Type 4,40,2018,12,30,Online,0,0,0,185.28,0,Canceled
34624,INN34625,2,0,0,3,Meal Plan 1,0,Room_Type 1,204,2018,5,5,Offline,0,0,0,100.0,0,Canceled
13033,INN13034,2,0,0,1,Not Selected,0,Room_Type 1,65,2018,9,8,Online,0,0,0,125.1,2,Not_Canceled
6834,INN06835,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
34877,INN34878,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
11650,INN11651,2,0,2,2,Meal Plan 1,0,Room_Type 1,7,2017,9,19,Online,0,0,0,126.0,1,Not_Canceled
34204,INN34205,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,5,28,Online,0,0,0,155.0,1,Not_Canceled
5432,INN05433,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,2018,12,2,Offline,0,0,0,52.0,0,Not_Canceled
9954,INN09955,3,0,2,2,Meal Plan 1,1,Room_Type 4,173,2018,7,23,Online,0,0,0,130.55,2,Canceled
26518,INN26519,3,0,1,4,Meal Plan 1,0,Room_Type 4,122,2018,10,12,Online,0,0,0,151.2,2,Not_Canceled
13632,INN13633,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,5,4,Offline,0,0,0,95.0,0,Canceled
22574,INN22575,1,0,0,3,Not Selected,0,Room_Type 1,134,2018,5,17,Online,0,0,0,94.5,0,Canceled
10684,INN10685,1,0,1,0,Not Selected,0,Room_Type 1,7,2018,5,16,Online,0,0,0,78.8,0,Not_Canceled
10935,INN10936,2,0,1,3,Meal Plan 1,0,Room_Type 4,66,2018,10,31,Online,0,0,0,104.85,1,Not_Canceled
33672,INN33673,2,2,0,1,Meal Plan 1,0,Room_Type 6,0,2018,11,23,Online,0,0,0,181.0,0,Canceled
24710,INN24711,1,0,1,1,Meal Plan 1,0,Room_Type 1,18,2017,10,26,Offline,0,0,0,77.0,1,Not_Canceled
20852,INN20853,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled
11540,INN11541,1,0,0,2,Meal Plan 1,0,Room_Type 1,68,2018,11,25,Online,0,0,0,86.4,0,Not_Canceled
31003,INN31004,2,0,2,2,Meal Plan 1,0,Room_Type 4,83,2018,5,7,Online,0,0,0,132.6,0,Canceled
1367,INN01368,2,1,2,3,Meal Plan 1,0,Room_Type 1,12,2017,8,27,Online,0,0,0,90.0,2,Not_Canceled
8305,INN08306,2,0,2,3,Not Selected,0,Room_Type 1,26,2018,9,25,Online,0,0,0,84.14,1,Not_Canceled
10620,INN10621,2,0,0,3,Meal Plan 1,0,Room_Type 1,31,2018,10,27,Online,0,0,0,129.0,2,Not_Canceled
9560,INN09561,2,0,0,1,Not Selected,0,Room_Type 1,60,2018,6,1,Online,0,0,0,116.1,0,Canceled
23327,INN23328,2,0,0,3,Not Selected,0,Room_Type 1,34,2018,10,26,Online,0,0,0,109.0,3,Not_Canceled
15917,INN15918,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,Not_Canceled
27793,INN27794,2,0,2,2,Meal Plan 1,0,Room_Type 1,121,2018,7,3,Online,0,0,0,107.95,0,Canceled
28790,INN28791,2,0,0,2,Meal Plan 1,0,Room_Type 4,49,2018,10,12,Online,0,0,0,139.5,4,Not_Canceled
34548,INN34549,3,0,1,3,Meal Plan 1,0,Room_Type 4,40,2018,3,24,Online,0,0,0,152.33,2,Not_Canceled
17734,INN17735,1,0,2,2,Meal Plan 1,0,Room_Type 1,61,2018,7,24,Corporate,0,0,0,40.0,1,Not_Canceled
14387,INN14388,2,0,0,4,Meal Plan 2,0,Room_Type 1,91,2018,5,4,Offline,0,0,0,105.0,0,Not_Canceled
21507,INN21508,2,0,1,2,Not Selected,0,Room_Type 1,160,2018,7,25,Online,0,0,0,94.5,0,Canceled
18412,INN18413,2,0,0,2,Not Selected,0,Room_Type 1,44,2018,6,22,Online,0,0,0,89.1,0,Canceled
24489,INN24490,2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,Canceled
19574,INN19575,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,10,13,Corporate,0,0,0,65.0,0,Not_Canceled
28335,INN28336,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,1,Canceled
35131,INN35132,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,120.0,0,Canceled
18098,INN18099,2,0,0,3,Meal Plan 1,0,Room_Type 4,61,2018,4,7,Online,0,0,0,118.8,0,Not_Canceled
12832,INN12833,2,0,2,3,Meal Plan 1,0,Room_Type 1,40,2018,5,21,Online,0,0,0,126.9,0,Canceled
31413,INN31414,2,0,0,1,Meal Plan 1,0,Room_Type 1,129,2018,8,6,Online,0,0,0,114.3,1,Not_Canceled
26176,INN26177,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2017,8,18,Corporate,0,0,0,84.0,0,Canceled
6920,INN06921,2,0,2,0,Meal Plan 1,0,Room_Type 1,111,2018,3,20,Offline,0,0,0,58.0,1,Not_Canceled
6296,INN06297,1,0,2,7,Meal Plan 1,0,Room_Type 1,62,2017,7,15,Online,0,0,0,68.0,1,Canceled
1769,INN01770,3,0,0,4,Meal Plan 1,0,Room_Type 4,180,2018,8,10,Online,0,0,0,130.05,1,Canceled
27375,INN27376,2,0,2,1,Meal Plan 1,0,Room_Type 1,53,2018,8,27,Offline,0,0,0,77.04,0,Canceled
1681,INN01682,2,0,1,3,Meal Plan 1,0,Room_Type 1,178,2018,8,15,Online,0,0,0,99.45,2,Not_Canceled
34053,INN34054,2,0,1,3,Meal Plan 1,0,Room_Type 1,12,2017,10,12,Corporate,0,0,0,100.0,0,Not_Canceled
24225,INN24226,3,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,6,21,Online,0,0,0,177.0,1,Not_Canceled
34613,INN34614,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,Canceled
14411,INN14412,1,0,1,0,Meal Plan 1,0,Room_Type 1,5,2017,11,23,Corporate,1,0,2,65.0,0,Not_Canceled
22877,INN22878,2,1,2,5,Meal Plan 1,0,Room_Type 4,145,2018,10,28,Online,0,0,0,106.71,2,Canceled
13281,INN13282,2,0,0,2,Meal Plan 1,0,Room_Type 1,92,2018,4,19,Online,0,0,0,96.3,0,Canceled
23844,INN23845,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2018,6,15,Online,0,0,0,141.0,0,Canceled
